,Name,Ticker,marketCap,pbRatio,peRatio,divYield,bookValue,epsTtm,roe,industryPe,cappedType,dividendYieldInPercent,faceValue,returnOnAssets,operatingProfitMargin,netProfitMargin,evToSales,evToEbitda,earningsYield,sectorPb,sectorDivYield,sectorRoe,sectorRoce,priceToOcf,priceToFcf,roic,pePremiumVsSector,pbPremiumVsSector,divYieldVsSector,sectorPe,priceToSales,pegRatio
49,Container Corporation of India,CONCOR,56850.21,4.9,46.49,1.18,190.4074314,20.07,10.225,37.57463044134088,Large Cap,1.18,5,2.2696144914694103,26.809521404128695,14.364337142192586,6.239556375776642,15.02,1.1789402361046688,4.454527720297508,0.6652553284512701,5.714251119373722,6.693932703413711,85.86218302094818,63.17,13.880632865536857,0.23727098454307427,0.10000437929090711,0.5147446715487298,37.57463044134088,6.54,2.6452822335025346
50,Oberoi Realty,OBEROIRLTY,56380.16,4.39,34.83,0.26,353.1912329,44.52,15.2721,50.279043261077014,Large Cap,0.26,10,2.334503536567217,52.35959396009607,39.079288826660544,14.157723086579196,14.01,0.25796308488659836,4.510044981023209,0.28810288547887536,5.4951072950123665,4.463087199686644,38.3092864762759,-20.04,11.628827857326895,-0.307266054782644,-0.02661724695170875,-0.02810288547887535,50.279043261077014,13.49,0.1965190839694656
51,IDFC First Bank,IDFCFIRSTB,57040.15,1.86,18.85,0.0,43.4607706,4.28,9.850052936437656,14.540778488104875,Large Cap,0.0,10,0.0,59.41505237643735,10.608730399364859,0.0,16.19,0.0,2.1522622613997844,0.8524867847787806,14.315278023886657,5.508082532503328,7.373357997306095,4.62,0.0,0.29635425059396225,-0.13579305210216497,-0.8524867847787806,14.540778488104875,1.64,0.008702542372881355
52,Rail Vikas Nigam,RVNL,55065.38,6.96,37.84,0.81,37.9285077,6.98,18.7045,35.72674565892106,Large Cap,0.81,10,1.918956387726422,12.021363911548429,6.964951029071479,2.704535763254934,7.87,0.8065126582255494,7.446570456774112,0.5745472200337344,9.11706922361307,7.527207644253424,15.063294671189407,-14.83,20.05266431002777,0.059150485220622384,-0.06534155012680787,0.23545277996626568,35.72674565892106,2.63,0.35954630872483245
53,Astral,ASTRAL,54873.78,18.92,96.22,0.17,107.9922198,21.23,18.9408,51.30898348018257,Large Cap,0.17,1,3.5197892796652384,17.711181530104117,10.235400633770936,9.953629696695337,41.79,0.17157556851377836,5.622698685893893,0.3502714694220814,9.64885902869626,9.887349659540275,266.89581712062255,209.65,23.70840966490286,0.8753051312576428,2.3649322250658913,-0.18027146942208142,51.30898348018257,10.03,-2.8143953147877014
54,PolicyBazaar - PB Fintech Ltd.,POLICYBZR,57726.97,10.22,0.0,0.0,125.1321132,-0.06,-2.2655,30.292370582604843,Large Cap,0.0,2,-0.010423779572893784,3.2114882506527413,-0.07957229889344779,17.18184592191968,0.0,0.0,8.073141815798378,2.129552408102215,26.14271504587039,23.099079927487345,-1243.0441429801897,-164.0,0.3868571529384338,-1.0,0.26592598435474324,-2.129552408102215,30.292370582604843,17.27,0.0
55,Supreme Industries,SUPREMEIND,55334.17,12.02,51.5,0.6,362.5457648,84.58,22.3262,51.30898348018257,Large Cap,0.6,2,4.988665185076494,17.59679248755999,11.047469991269628,5.4209644131883135,22.58,0.5969729011928796,5.622698685893893,0.3502714694220814,9.64885902869626,9.887349659540275,185.25618534266295,112.01,26.707842494168244,0.003722866969118721,1.1377634960513747,0.24972853057791855,51.30898348018257,5.48,-3.46226896551724
56,Procter & Gamble Hygiene & Health Care,PGHH,53091.81,50.44,70.24,1.13,324.2380998,232.85,71.8147,58.37532641823917,Large Cap,1.13,10,9.38847298974143,25.39213821683467,18.91497582606781,13.109313220087886,50.0,1.1310784092687742,14.25445357442099,1.0559643325493346,23.47424136582803,19.95482842280024,129.27780753871627,67.18,216.21193639898894,0.20324808972809016,2.538543216452185,0.07403566745066525,58.37532641823917,13.28,3.849294421553092
57,Bharat Forge,BHARATFORG,53319.21,7.6,62.68,0.61,150.6128209,18.27,9.535,35.094964031691816,Large Cap,0.61,2,1.2544864613635613,16.802821959843982,5.745062362513304,3.9499582753457467,22.64,0.6113275121668157,5.458237038563062,0.4998601270507666,16.087060112288796,11.5018777550584,90.27056174448921,88.6,8.652145728454254,0.7860112335034184,0.3923909764829083,0.11013987294923339,35.094964031691816,3.54,-1.2853157248157245
58,Aditya Birla Capital,ABCAPITAL,53222.45,2.15,19.72,0.0,95.2567439,10.38,10.7648,19.657864543932156,Large Cap,0.0,10,0.394847973096568,34.68118451953797,8.541230552320584,4.688337612569337,11.39,0.0,2.4548478108577805,0.9414795659366296,13.558354691637376,8.456564630121397,-3.7805942689908933,-2.79,6.6120763410193755,0.003160844654767958,-0.12418195926828546,-0.9414795659366296,19.657864543932156,1.68,0.0407052752293578
